Tool1,Tool2,Total Number of Contracts,Contracts Succesfully solved by both,Good Mismatches(Count),Bad Mismatches(Count),Good Mismatches(Binary),Bad Mismatches(Binary),Good Mismatches(PC),Bad Mismatches(PC)
securify,horstify,720,670,411,3,51,2,1409,4
