pc,tool_1,version_1,contract,type,property
539.0,securify,0,0x817b0a0855fa6e1e0b9a994979b3d5bf864d9560,Safety,TimestampDepend
1209.0,securify,0,0xaf2b8e6114da000176c506f77b173251c16b511d,Safety,TimestampDepend
3927.0,securify,0,0x50ae8d7c70c33d1f40b36c75fe9f560646134dd5,Safety,TimestampDepend
4001.0,securify,0,0x50ae8d7c70c33d1f40b36c75fe9f560646134dd5,Safety,TimestampDepend
1947.0,securify,0,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Violation,RestrictedWrite
2014.0,securify,0,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Violation,RestrictedWrite
2079.0,securify,0,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Violation,RestrictedWrite
2125.0,securify,0,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Violation,RestrictedWrite
2170.0,securify,0,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Violation,RestrictedWrite
2222.0,securify,0,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Violation,RestrictedWrite
2230.0,securify,0,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Violation,RestrictedWrite
2233.0,securify,0,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Violation,RestrictedWrite
2242.0,securify,0,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Violation,RestrictedWrite
277.0,securify,0,0xB071e5c53094Cabb971E98EBA3B1A86BE555c943,Safety,TimestampDepend
587.0,securify,0,0xB071e5c53094Cabb971E98EBA3B1A86BE555c943,Safety,TimestampDepend
647.0,securify,0,0xB071e5c53094Cabb971E98EBA3B1A86BE555c943,Safety,TimestampDepend
688.0,securify,0,0xB071e5c53094Cabb971E98EBA3B1A86BE555c943,Safety,TimestampDepend
2480.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Safety,TimestampDepend
2732.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Safety,TimestampDepend
1418.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1431.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1676.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1721.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1478.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1767.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1531.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1544.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1591.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1849.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1903.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1948.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
2071.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
2147.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
2232.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
2263.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1994.0,securify,0,0x7011f3edc7fa43c81440f9f43a6458174113b162,Violation,RestrictedWrite
1117.0,securify,0,0x2e1cff135ca6bbc0012a01fa246a0a39aeb10d2d,Safety,TimestampDepend
369.0,securify,0,0x2e1cff135ca6bbc0012a01fa246a0a39aeb10d2d,Violation,RestrictedWrite
297.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
432.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
529.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
618.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
987.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
1323.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
1968.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
2202.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
2337.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
2434.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
2523.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
2831.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
2954.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
3237.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
3326.0,securify,0,0x754ec4b04c10a0373e849dc61f3112c94393e63d,Safety,TimestampDepend
708.0,securify,0,0xa39fcb48adf288f143459d57a1a0756718c919ae,Violation,RestrictedWrite
731.0,securify,0,0xa39fcb48adf288f143459d57a1a0756718c919ae,Violation,RestrictedWrite
740.0,securify,0,0xa39fcb48adf288f143459d57a1a0756718c919ae,Violation,RestrictedWrite
757.0,securify,0,0xa39fcb48adf288f143459d57a1a0756718c919ae,Violation,RestrictedWrite
1055.0,securify,0,0x911d71eed45dbc20059004f8476fe149105bf1dc,Violation,RestrictedWrite
674.0,securify,0,0x89c2352Cb600df56fe4BFB5882caAdEF3E96213f,Safety,TimestampDepend
459.0,securify,0,0x89c2352Cb600df56fe4BFB5882caAdEF3E96213f,Violation,RestrictedWrite
1455.0,securify,0,0xf77089f2F00fca83501705b711Cbb10a0De77628,Safety,TimestampDepend
440.0,securify,0,0xe3282094d332d26f7Dfca853899eC1736f0295ce,Safety,TimestampDepend
504.0,securify,0,0xe3282094d332d26f7Dfca853899eC1736f0295ce,Violation,RestrictedWrite
819.0,securify,0,0x4398a4a10347d8f18029c07853a7a689eebbb925,Violation,RestrictedWrite
823.0,securify,0,0x4398a4a10347d8f18029c07853a7a689eebbb925,Violation,RestrictedWrite
842.0,securify,0,0x4398a4a10347d8f18029c07853a7a689eebbb925,Violation,RestrictedWrite
878.0,securify,0,0x4398a4a10347d8f18029c07853a7a689eebbb925,Violation,RestrictedWrite
892.0,securify,0,0x4398a4a10347d8f18029c07853a7a689eebbb925,Violation,RestrictedWrite
909.0,securify,0,0x4398a4a10347d8f18029c07853a7a689eebbb925,Violation,RestrictedWrite
189.0,securify,0,0x40ebf2d6e998a76a848c41908733b26e04adffe2,Safety,TimestampDepend
248.0,securify,0,0x14ba17c52e4c2ccbb95de1d2bfff002398f515a7,Safety,TimestampDepend
298.0,securify,0,0x14ba17c52e4c2ccbb95de1d2bfff002398f515a7,Safety,TimestampDepend
500.0,securify,0,0x14ba17c52e4c2ccbb95de1d2bfff002398f515a7,Safety,TimestampDepend
547.0,securify,0,0x14ba17c52e4c2ccbb95de1d2bfff002398f515a7,Safety,TimestampDepend
1349.0,securify,0,0xb9068705fbdc3b06c11763d2c260be682e6844ff,Violation,RestrictedWrite
1349.0,securify,0,0xd3f3eb105daa3712eda7709f59ac0ec0d2d202b5,Violation,RestrictedWrite
654.0,securify,0,0x70E2475B7DA322D4a379e43cD7495C63C055192A,Safety,TimestampDepend
436.0,securify,0,0x70E2475B7DA322D4a379e43cD7495C63C055192A,Violation,RestrictedWrite
3625.0,securify,0,0x7698392fff47d8d4cee21295ad1f31b6ced9ad66,Safety,TimestampDepend
199.0,securify,0,0x5be9887d5b4336cb762a9d73335991a6ff8ce981,Violation,RestrictedWrite
944.0,securify,0,0x5be9887d5b4336cb762a9d73335991a6ff8ce981,Violation,RestrictedWrite
947.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Safety,TimestampDepend
446.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Violation,RestrictedWrite
662.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Violation,RestrictedWrite
780.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Violation,RestrictedWrite
793.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Violation,RestrictedWrite
958.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Violation,RestrictedWrite
531.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Violation,RestrictedWrite
629.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Violation,RestrictedWrite
638.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Violation,RestrictedWrite
768.0,securify,0,0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,Violation,RestrictedWrite
1491.0,securify,0,0x1F36f2249eC89266Ad4EE4351538148aaEBc72e8,Violation,RestrictedWrite
1499.0,securify,0,0x1F36f2249eC89266Ad4EE4351538148aaEBc72e8,Violation,RestrictedWrite
1884.0,securify,0,0x46a4787091835af08b9b9b99dcdadfb0ca257e06,Safety,TimestampDepend
709.0,securify,0,0x66342e803943929dc47bca1d625f42c7c725b049,Violation,RestrictedWrite
740.0,securify,0,0x66342e803943929dc47bca1d625f42c7c725b049,Violation,RestrictedWrite
2018.0,securify,0,0xfd981838c1cc9b534b938c56b1c2123bdc700a32,Safety,TimestampDepend
3145.0,securify,0,0x2dc0170450e66af2d3f5c56aa0b20ec4a254902e,Safety,TimestampDepend
248.0,securify,0,0xd1c37dffd4ef36867c5bd7e59566358ea3d21e63,Safety,TimestampDepend
298.0,securify,0,0xd1c37dffd4ef36867c5bd7e59566358ea3d21e63,Safety,TimestampDepend
500.0,securify,0,0xd1c37dffd4ef36867c5bd7e59566358ea3d21e63,Safety,TimestampDepend
547.0,securify,0,0xd1c37dffd4ef36867c5bd7e59566358ea3d21e63,Safety,TimestampDepend
125.0,securify,0,0x341e790174e3a4d35b65fdc067b6b5634a61caea,Safety,TimestampDepend
171.0,securify,0,0x341e790174e3a4d35b65fdc067b6b5634a61caea,Safety,TimestampDepend
284.0,securify,0,0x341e790174e3a4d35b65fdc067b6b5634a61caea,Safety,TimestampDepend
331.0,securify,0,0x341e790174e3a4d35b65fdc067b6b5634a61caea,Safety,TimestampDepend
771.0,securify,0,0x5e84c1a6e8b7cd42041004de5cd911d537c5c007,Violation,RestrictedWrite
790.0,securify,0,0x5e84c1a6e8b7cd42041004de5cd911d537c5c007,Violation,RestrictedWrite
826.0,securify,0,0x5e84c1a6e8b7cd42041004de5cd911d537c5c007,Violation,RestrictedWrite
840.0,securify,0,0x5e84c1a6e8b7cd42041004de5cd911d537c5c007,Violation,RestrictedWrite
857.0,securify,0,0x5e84c1a6e8b7cd42041004de5cd911d537c5c007,Violation,RestrictedWrite
240.0,securify,0,0xb08b08b9c4f91e68729ca471d77e0a525071db89,Safety,TimestampDepend
290.0,securify,0,0xb08b08b9c4f91e68729ca471d77e0a525071db89,Safety,TimestampDepend
492.0,securify,0,0xb08b08b9c4f91e68729ca471d77e0a525071db89,Safety,TimestampDepend
539.0,securify,0,0xb08b08b9c4f91e68729ca471d77e0a525071db89,Safety,TimestampDepend
744.0,securify,0,0xcff9cb72d19c10df754ae7be6d280e379cdb2354,Violation,RestrictedWrite
763.0,securify,0,0xcff9cb72d19c10df754ae7be6d280e379cdb2354,Violation,RestrictedWrite
799.0,securify,0,0xcff9cb72d19c10df754ae7be6d280e379cdb2354,Violation,RestrictedWrite
813.0,securify,0,0xcff9cb72d19c10df754ae7be6d280e379cdb2354,Violation,RestrictedWrite
830.0,securify,0,0xcff9cb72d19c10df754ae7be6d280e379cdb2354,Violation,RestrictedWrite
649.0,securify,0,0x16A4ff536001405f2B0d7ddAfC79f6A10D024640,Safety,TimestampDepend
434.0,securify,0,0x16A4ff536001405f2B0d7ddAfC79f6A10D024640,Violation,RestrictedWrite
3094.0,securify,0,0xbFb0Cfd13dbB56c2dbf69EAe33255f0EF1fC7955,Violation,RestrictedWrite
624.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Safety,TimestampDepend
732.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Safety,TimestampDepend
865.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Safety,TimestampDepend
998.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Safety,TimestampDepend
1128.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Safety,TimestampDepend
393.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Violation,RestrictedWrite
423.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Violation,RestrictedWrite
436.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Violation,RestrictedWrite
449.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Violation,RestrictedWrite
462.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Violation,RestrictedWrite
528.0,securify,0,0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,Violation,RestrictedWrite
1668.0,securify,0,0x85169e1f0d8c2f27dd44f1cfbb81172dfeafe7c1,Violation,RestrictedWrite
2044.0,securify,0,0xd41f3b51e0c2d825a1178582d27c84dbfe48d1af,Safety,TimestampDepend
2860.0,securify,0,0x8a70cf25cf32e728be9e30c20b2781f60cb0ed6d,Safety,TimestampDepend
164.0,securify,0,0xc5B2508E878af367Ba4957BDBEb2bBc6DA5BB349,Safety,TimestampDepend
209.0,securify,0,0xc5B2508E878af367Ba4957BDBEb2bBc6DA5BB349,Safety,TimestampDepend
243.0,securify,0,0xc5B2508E878af367Ba4957BDBEb2bBc6DA5BB349,Safety,TimestampDepend
526.0,securify,0,0x9c9dc2b707a99ae4b6795538ac6bf4f6d4842830,Safety,TimestampDepend
615.0,securify,0,0x9c9dc2b707a99ae4b6795538ac6bf4f6d4842830,Safety,TimestampDepend
704.0,securify,0,0x9c9dc2b707a99ae4b6795538ac6bf4f6d4842830,Safety,TimestampDepend
596.0,securify,0,0x63dd6f40007731eb7e70a7ae43b55c0fb2090c99,Safety,TimestampDepend
1483.0,securify,0,0x63dd6f40007731eb7e70a7ae43b55c0fb2090c99,Safety,TimestampDepend
1623.0,securify,0,0x63dd6f40007731eb7e70a7ae43b55c0fb2090c99,Safety,TimestampDepend
1827.0,securify,0,0x63dd6f40007731eb7e70a7ae43b55c0fb2090c99,Safety,TimestampDepend
2216.0,securify,0,0x63dd6f40007731eb7e70a7ae43b55c0fb2090c99,Safety,TimestampDepend
268.0,securify,0,0xe7c8635bc387994069f7b7f25b89534c67727a01,Safety,TimestampDepend
658.0,securify,0,0xe7c8635bc387994069f7b7f25b89534c67727a01,Safety,TimestampDepend
864.0,securify,0,0xe7c8635bc387994069f7b7f25b89534c67727a01,Safety,TimestampDepend
397.0,securify,0,0x111cc94a5dabdf192c5106fadc844a98b0f56be0,Safety,TimestampDepend
444.0,securify,0,0x111cc94a5dabdf192c5106fadc844a98b0f56be0,Safety,TimestampDepend
729.0,securify,0,0x111cc94a5dabdf192c5106fadc844a98b0f56be0,Safety,TimestampDepend
493.0,securify,0,0x9ab2b9bd7c70ba12757eadcda5a9626ac247fadf,Safety,TimestampDepend
536.0,securify,0,0x9ab2b9bd7c70ba12757eadcda5a9626ac247fadf,Safety,TimestampDepend
583.0,securify,0,0x9ab2b9bd7c70ba12757eadcda5a9626ac247fadf,Safety,TimestampDepend
946.0,securify,0,0x9ab2b9bd7c70ba12757eadcda5a9626ac247fadf,Safety,TimestampDepend
793.0,securify,0,0x9ab2b9bd7c70ba12757eadcda5a9626ac247fadf,Violation,RestrictedWrite
851.0,securify,0,0x9ab2b9bd7c70ba12757eadcda5a9626ac247fadf,Violation,RestrictedWrite
858.0,securify,0,0x9ab2b9bd7c70ba12757eadcda5a9626ac247fadf,Violation,RestrictedWrite
218.0,securify,0,0xA14d964FB52BF333888D162E9CAF8cC7F090CDe4,Safety,TimestampDepend
440.0,securify,0,0xA14d964FB52BF333888D162E9CAF8cC7F090CDe4,Safety,TimestampDepend
603.0,securify,0,0xA14d964FB52BF333888D162E9CAF8cC7F090CDe4,Safety,TimestampDepend
824.0,securify,0,0x33A8eA1c8C6294C9F65f3DAd7CA7f037BD09F951,Violation,RestrictedWrite
832.0,securify,0,0x33A8eA1c8C6294C9F65f3DAd7CA7f037BD09F951,Violation,RestrictedWrite
848.0,securify,0,0x33A8eA1c8C6294C9F65f3DAd7CA7f037BD09F951,Violation,RestrictedWrite
869.0,securify,0,0x33A8eA1c8C6294C9F65f3DAd7CA7f037BD09F951,Violation,RestrictedWrite
883.0,securify,0,0x33A8eA1c8C6294C9F65f3DAd7CA7f037BD09F951,Violation,RestrictedWrite
933.0,securify,0,0x33A8eA1c8C6294C9F65f3DAd7CA7f037BD09F951,Violation,RestrictedWrite
1049.0,securify,0,0x33A8eA1c8C6294C9F65f3DAd7CA7f037BD09F951,Violation,RestrictedWrite
1052.0,securify,0,0x33A8eA1c8C6294C9F65f3DAd7CA7f037BD09F951,Violation,RestrictedWrite
363.0,securify,0,0x498e950892260b0e9dfd5895d7501f340e92d263,Violation,RestrictedWrite
956.0,securify,0,0x015A06a433353f8db634dF4eDdF0C109882A15AB,Safety,TimestampDepend
447.0,securify,0,0x5f5d7147adb6ed31a2ca03ce3defb070a3be0ebb,Safety,TimestampDepend
248.0,securify,0,0x86c93259896b20e45262dac7499a83a2cad23fe0,Safety,TimestampDepend
298.0,securify,0,0x86c93259896b20e45262dac7499a83a2cad23fe0,Safety,TimestampDepend
500.0,securify,0,0x86c93259896b20e45262dac7499a83a2cad23fe0,Safety,TimestampDepend
547.0,securify,0,0x86c93259896b20e45262dac7499a83a2cad23fe0,Safety,TimestampDepend
1843.0,securify,0,0x84d50ebf4737331fb41ff9e3c6c324262c5b661c,Safety,TimestampDepend
807.0,securify,0,0x6Ba4313d6B01efD3C81224a1d34794B2A0b0CF76,Safety,TimestampDepend
165.0,securify,0,0xC4216D17a72BD49E404Fe396bB93c9Cd8Cf3e881,Safety,TimestampDepend
343.0,securify,0,0xC4216D17a72BD49E404Fe396bB93c9Cd8Cf3e881,Safety,TimestampDepend
508.0,securify,0,0xC4216D17a72BD49E404Fe396bB93c9Cd8Cf3e881,Safety,TimestampDepend
571.0,securify,0,0xC4216D17a72BD49E404Fe396bB93c9Cd8Cf3e881,Safety,TimestampDepend
699.0,securify,0,0xC4216D17a72BD49E404Fe396bB93c9Cd8Cf3e881,Safety,TimestampDepend
248.0,securify,0,0x7f64e2913511ceb3301f0515548ab7539735182b,Safety,TimestampDepend
298.0,securify,0,0x7f64e2913511ceb3301f0515548ab7539735182b,Safety,TimestampDepend
500.0,securify,0,0x7f64e2913511ceb3301f0515548ab7539735182b,Safety,TimestampDepend
547.0,securify,0,0x7f64e2913511ceb3301f0515548ab7539735182b,Safety,TimestampDepend
4977.0,securify,0,0x77eec19c8ba79b1c7c79311ec810cbf88d924751,Safety,TimestampDepend
240.0,securify,0,0xa333604269d38faec526d90db381017009fe4c18,Safety,TimestampDepend
290.0,securify,0,0xa333604269d38faec526d90db381017009fe4c18,Safety,TimestampDepend
492.0,securify,0,0xa333604269d38faec526d90db381017009fe4c18,Safety,TimestampDepend
539.0,securify,0,0xa333604269d38faec526d90db381017009fe4c18,Safety,TimestampDepend
1729.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
1968.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
2325.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
2872.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
2897.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
3474.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
3499.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
4099.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
4124.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
4374.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
1237.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
1581.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
1034.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Safety,TimestampDepend
4443.0,securify,0,0x4b19f307dda1be6bc17c999bc29e24633155c990,Violation,RestrictedWrite
240.0,securify,0,0x900e66fe952998ebe212d4a7def0936387142e2a,Safety,TimestampDepend
290.0,securify,0,0x900e66fe952998ebe212d4a7def0936387142e2a,Safety,TimestampDepend
492.0,securify,0,0x900e66fe952998ebe212d4a7def0936387142e2a,Safety,TimestampDepend
539.0,securify,0,0x900e66fe952998ebe212d4a7def0936387142e2a,Safety,TimestampDepend
1392.0,securify,0,0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6,Safety,TimestampDepend
1484.0,securify,0,0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6,Safety,TimestampDepend
1889.0,securify,0,0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6,Safety,TimestampDepend
2068.0,securify,0,0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6,Safety,TimestampDepend
2296.0,securify,0,0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6,Safety,TimestampDepend
2456.0,securify,0,0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6,Safety,TimestampDepend
178.0,securify,0,0x7f9af66163461009e9a4c57f6d3c6421bc47a663,Safety,TimestampDepend
1463.0,securify,0,0x019d7e5ae8d2ba9a292244311dc7355058ab1b08,Safety,TimestampDepend
660.0,securify,0,0xc1caec30b787711108957660a3f9306a5d967f66,Safety,TimestampDepend
1169.0,securify,0,0x44691b39d1a75dc4e0a0346cbb15e310e6ed1e86,Safety,TimestampDepend
1834.0,securify,0,0xabcdd0dbc5ba15804f5de963bd60491e48c3ef0b,Safety,TimestampDepend
2189.0,securify,0,0xabcdd0dbc5ba15804f5de963bd60491e48c3ef0b,Safety,TimestampDepend
489.0,securify,0,0x8a772004af0b8fca5e7093c6f277ba7b0e8fa97a,Violation,RestrictedWrite
1157.0,securify,0,0x8a772004af0b8fca5e7093c6f277ba7b0e8fa97a,Violation,RestrictedWrite
1875.0,securify,0,0x89d64bc7e46bdc49a89652ae9bb167418cbad62e,Safety,TimestampDepend
1121.0,securify,0,0x89d64bc7e46bdc49a89652ae9bb167418cbad62e,Safety,TimestampDepend
1157.0,securify,0,0x89d64bc7e46bdc49a89652ae9bb167418cbad62e,Safety,TimestampDepend
1470.0,securify,0,0x6fd8e0e34117c95e568f8938716013f948e0b2f9,Violation,RestrictedWrite
1563.0,securify,0,0x6fd8e0e34117c95e568f8938716013f948e0b2f9,Violation,RestrictedWrite
1566.0,securify,0,0x6fd8e0e34117c95e568f8938716013f948e0b2f9,Violation,RestrictedWrite
1338.0,securify,0,0x6fd8e0e34117c95e568f8938716013f948e0b2f9,Violation,RestrictedWrite
1343.0,securify,0,0x6fd8e0e34117c95e568f8938716013f948e0b2f9,Violation,RestrictedWrite
440.0,securify,0,0x559b52b6a30Ba913A7e8F85C4A6Aa443a0FE66ab,Safety,TimestampDepend
504.0,securify,0,0x559b52b6a30Ba913A7e8F85C4A6Aa443a0FE66ab,Violation,RestrictedWrite
1349.0,securify,0,0x5ed5b9a13af4581524ebb7a0701bc4366d002289,Violation,RestrictedWrite
678.0,securify,0,0xa259e6bcade86c770cb5214c789ee107662831a6,Violation,RestrictedWrite
692.0,securify,0,0xa259e6bcade86c770cb5214c789ee107662831a6,Violation,RestrictedWrite
700.0,securify,0,0xa259e6bcade86c770cb5214c789ee107662831a6,Violation,RestrictedWrite
708.0,securify,0,0xa259e6bcade86c770cb5214c789ee107662831a6,Violation,RestrictedWrite
769.0,securify,0,0xa259e6bcade86c770cb5214c789ee107662831a6,Violation,RestrictedWrite
778.0,securify,0,0xa259e6bcade86c770cb5214c789ee107662831a6,Violation,RestrictedWrite
801.0,securify,0,0xa259e6bcade86c770cb5214c789ee107662831a6,Violation,RestrictedWrite
815.0,securify,0,0xa259e6bcade86c770cb5214c789ee107662831a6,Violation,RestrictedWrite
248.0,securify,0,0x479bed65685b0672ec2ff8b0a8fbe06b4ce0a710,Safety,TimestampDepend
298.0,securify,0,0x479bed65685b0672ec2ff8b0a8fbe06b4ce0a710,Safety,TimestampDepend
500.0,securify,0,0x479bed65685b0672ec2ff8b0a8fbe06b4ce0a710,Safety,TimestampDepend
547.0,securify,0,0x479bed65685b0672ec2ff8b0a8fbe06b4ce0a710,Safety,TimestampDepend
452.0,securify,0,0x32304cdbe41fe4f1c48b08356414a52957d22d3b,Safety,TimestampDepend
817.0,securify,0,0x32304cdbe41fe4f1c48b08356414a52957d22d3b,Safety,TimestampDepend
1020.0,securify,0,0x32304cdbe41fe4f1c48b08356414a52957d22d3b,Safety,TimestampDepend
1349.0,securify,0,0x51dce38369b7d57d367fa1b738723a626f15b8ff,Violation,RestrictedWrite
559.0,securify,0,0xbf4ed7b27f1d666546e30d74d50d173d20bca754,Safety,TimestampDepend
622.0,securify,0,0xbf4ed7b27f1d666546e30d74d50d173d20bca754,Safety,TimestampDepend
969.0,securify,0,0xbf4ed7b27f1d666546e30d74d50d173d20bca754,Safety,TimestampDepend
1039.0,securify,0,0xbf4ed7b27f1d666546e30d74d50d173d20bca754,Safety,TimestampDepend
734.0,securify,0,0xd12d8F8dFa54F1578B2177F99B2e282367b66B13,Violation,RestrictedWrite
743.0,securify,0,0xd12d8F8dFa54F1578B2177F99B2e282367b66B13,Violation,RestrictedWrite
737.0,securify,0,0xa83c4a6d0418074655bdbe74fed8435c46c19f66,Violation,RestrictedWrite
782.0,securify,0,0xa83c4a6d0418074655bdbe74fed8435c46c19f66,Violation,RestrictedWrite
791.0,securify,0,0xa83c4a6d0418074655bdbe74fed8435c46c19f66,Violation,RestrictedWrite
808.0,securify,0,0xa83c4a6d0418074655bdbe74fed8435c46c19f66,Violation,RestrictedWrite
894.0,securify,0,0x0444f06a52320af2df7e60d1923080002838ce93,Safety,TimestampDepend
424.0,securify,0,0x0444f06a52320af2df7e60d1923080002838ce93,Violation,RestrictedWrite
641.0,securify,0,0x0444f06a52320af2df7e60d1923080002838ce93,Violation,RestrictedWrite
759.0,securify,0,0x0444f06a52320af2df7e60d1923080002838ce93,Violation,RestrictedWrite
772.0,securify,0,0x0444f06a52320af2df7e60d1923080002838ce93,Violation,RestrictedWrite
905.0,securify,0,0x0444f06a52320af2df7e60d1923080002838ce93,Violation,RestrictedWrite
509.0,securify,0,0x0444f06a52320af2df7e60d1923080002838ce93,Violation,RestrictedWrite
607.0,securify,0,0x0444f06a52320af2df7e60d1923080002838ce93,Violation,RestrictedWrite
616.0,securify,0,0x0444f06a52320af2df7e60d1923080002838ce93,Violation,RestrictedWrite
