Tool1,Tool2,Total Number of Contracts,Contracts Succesfully solved by both,Good Mismatches(Count),Bad Mismatches(Count),Good Mismatches(Binary),Bad Mismatches(Binary),Good Mismatches(PC),Bad Mismatches(PC)
securify,horstify,720,621,393,3,43,2,1329,4
