tool_1,contract,property,type,matches_1,count_1,tool_2,matches_2,count_2
securify,0x09515Cb5e3aCaEf239Ab83d78B2F3e3764FcaB9B,RestrictedWrite,Violation,"[387.0, 445.0, 662.0, 780.0, 793.0, 949.0, 530.0, 628.0, 637.0, 768.0]",10.0,horstify,[387.0],1.0
securify,0x98a31890002355fbe5231c60db4b1b6c28f45e90,TimestampDepend,Safety,"[300.0, 354.0, 397.0, 444.0, 496.0]",5.0,horstify,[300.0],1.0
securify,0x4229a873bbd207deef8f41e807e563c26033d118,RestrictedWrite,Violation,"[549.0, 613.0, 624.0, 707.0, 744.0, 763.0, 799.0, 813.0, 830.0]",9.0,horstify,"[624.0, 707.0, 549.0, 613.0]",4.0
securify,0xe1388626C8dE5Fd7E5683A83d8da6a34153e9B18,TimestampDepend,Safety,"[800.0, 908.0]",2.0,horstify,[800.0],1.0
securify,0xe1388626C8dE5Fd7E5683A83d8da6a34153e9B18,RestrictedWrite,Violation,"[367.0, 425.0, 539.0, 745.0, 750.0, 759.0, 919.0, 507.0, 516.0, 650.0, 659.0]",11.0,horstify,[367.0],1.0
securify,0xd2f7bba33a3b81792c0f9cc2de6d9266002a5591,TimestampDepend,Safety,"[501.0, 353.0, 641.0, 798.0, 962.0]",5.0,horstify,"[353.0, 962.0, 501.0, 798.0]",4.0
securify,0xe98e873ad9665690538cbdf4a4a21a3f286e9028,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xfeeb8a968f0d7fd58e29fbfc525051f50ee2fedc,TimestampDepend,Safety,"[275.0, 378.0, 961.0, 1042.0]",4.0,horstify,[378.0],1.0
securify,0xba95b83766d60170e78398745f5c3df78b886c65,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xC33281d43BD23b6F8Ec8880C663D7603B85cb383,RestrictedWrite,Violation,"[64.0, 122.0, 136.0, 268.0, 274.0, 484.0, 448.0, 632.0, 685.0, 730.0, 473.0]",11.0,horstify,[],0.0
securify,0x38118c5ab0cc580678797b975b877e937310bd8c,RestrictedWrite,Violation,"[342.0, 364.0, 463.0, 212.0, 561.0]",5.0,horstify,"[342.0, 364.0]",2.0
securify,0x4a56ebd89b2750bf42ddec1cd3845938983be0d2,TimestampDepend,Safety,"[473.0, 694.0]",2.0,horstify,[],0.0
securify,0xaed5a41450b38fc0ea0f6f203a985653fe187d9c,TimestampDepend,Safety,[358.0],1.0,horstify,[],0.0
securify,0xee2157c15a43be80faac64801ed89c8d8e2c4d3a,TimestampDepend,Safety,"[2161.0, 2713.0, 2361.0, 3013.0, 3084.0, 3283.0, 1381.0]",7.0,horstify,[],0.0
securify,0x56467e038871dc7f2a6180cdebe1702cef77285f,TimestampDepend,Safety,"[133.0, 352.0, 897.0]",3.0,horstify,"[352.0, 133.0]",2.0
securify,0x56467e038871dc7f2a6180cdebe1702cef77285f,RestrictedWrite,Violation,"[383.0, 441.0, 547.0, 770.0, 523.0, 780.0, 908.0, 658.0, 739.0, 748.0]",10.0,horstify,[383.0],1.0
securify,0xc58d783e39aabe61a4bce8d4b5e7264e67c92c27,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xdb6d68e1d8c3f69d32e2d83065492e502b4c67ba,RestrictedWrite,Violation,"[628.0, 705.0, 714.0]",3.0,horstify,[],0.0
securify,0xC357a046C5C13bb4e6d918a208b8B4A0aB2F2EFd,RestrictedWrite,Violation,"[456.0, 459.0, 538.0, 549.0, 882.0, 928.0, 937.0, 945.0, 1217.0, 1266.0, 1299.0]",11.0,horstify,"[882.0, 549.0, 456.0, 538.0, 459.0]",5.0
securify,0x15870addc0635dc3c99ba6a37c23e8f8f77d9898,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x2071f61de93ca756f83264a7f4a661ca0383742e,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x9053d234a1ff2290f087a1ca9460e3263121e580,TimestampDepend,Safety,"[272.0, 340.0]",2.0,horstify,"[340.0, 272.0]",1.0
securify,0xF1c1648f6F0EdbCF7d898441b88E489CfaAce11D,RestrictedWrite,Violation,"[368.0, 379.0, 445.0, 452.0, 625.0, 679.0, 693.0]",7.0,horstify,"[368.0, 625.0, 452.0, 379.0, 445.0]",5.0
securify,0xb6Db69e99f7E3ccB352FaBde7D98A8FAe0De4297,TimestampDepend,Safety,"[170.0, 353.0, 518.0, 581.0, 709.0]",5.0,horstify,[],0.0
securify,0xbf04a03a4ad0455b450888099eb43a1780feb10d,TimestampDepend,Safety,[155.0],1.0,horstify,[155.0],0.0
securify,0x1654d540616bfb3f13973ed6019e43005be43219,RestrictedWrite,Violation,"[2081.0, 2146.0, 2165.0]",3.0,horstify,"[2081.0, 2165.0]",2.0
securify,0xc13e4ed5e7f8af83663c9e5086de85b1f914a863,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x41F2d5040726C5328f8366F17041ec012aC8f338,TimestampDepend,Safety,"[279.0, 445.0, 1580.0, 2766.0, 2061.0]",5.0,horstify,"[279.0, 1580.0, 2061.0]",3.0
securify,0x6e7f987907320630b7880Eecc26B17C0D9afa7b4,TimestampDepend,Safety,"[411.0, 680.0, 547.0]",3.0,horstify,"[680.0, 411.0]",2.0
securify,0xd3938e46a27a7402f5d6421da298463a73f069c7,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0xfD2487cc0e5dCe97F08BE1Bc8eF1DCE8D5988B4D,RestrictedWrite,Violation,"[494.0, 566.0, 577.0, 642.0, 679.0, 702.0, 711.0, 728.0]",8.0,horstify,"[577.0, 642.0, 566.0, 494.0]",4.0
securify,0x3c087f2684706b78a1c558e26e2735a4f8ddbb2a,TimestampDepend,Safety,"[1450.0, 1517.0, 1699.0]",3.0,horstify,"[1699.0, 1450.0]",2.0
securify,0x3c087f2684706b78a1c558e26e2735a4f8ddbb2a,RestrictedWrite,Violation,"[504.0, 551.0]",2.0,horstify,[],0.0
securify,0x80D9C4F6209044De069c545f68644419b520a02F,RestrictedWrite,Violation,"[546.0, 610.0, 621.0, 704.0, 741.0, 760.0, 796.0, 810.0, 827.0]",9.0,horstify,"[704.0, 546.0, 610.0, 621.0]",4.0
securify,0x4865e85c72a27ca6c362da75ba6707c07464b953,RestrictedWrite,Violation,"[513.0, 523.0, 526.0, 593.0, 604.0, 669.0, 706.0, 715.0, 723.0, 731.0, 793.0, 802.0]",12.0,horstify,"[513.0, 593.0, 523.0, 604.0, 669.0, 526.0]",6.0
securify,0xa502f8112b2491718855f01a01a60462cc97a0d5,RestrictedWrite,Violation,"[497.0, 561.0, 572.0, 637.0, 674.0, 697.0, 706.0, 723.0]",8.0,horstify,"[561.0, 497.0, 572.0, 637.0]",4.0
securify,0x37b53b46fa74ac3f9b4340dc5a39aabb0f2afa33,RestrictedWrite,Violation,"[542.0, 606.0, 617.0, 700.0, 737.0, 756.0, 792.0, 806.0, 823.0]",9.0,horstify,"[617.0, 700.0, 542.0, 606.0]",4.0
securify,0x6b80a8c7958e25a7ab14e4dd68257d7566c487eb,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x98a86b076c19a65d928417b8b1398ac19e2df04c,TimestampDepend,Safety,"[470.0, 622.0, 737.0, 807.0, 940.0, 1013.0]",6.0,horstify,"[470.0, 807.0, 940.0, 622.0]",4.0
securify,0x98a86b076c19a65d928417b8b1398ac19e2df04c,RestrictedWrite,Violation,"[764.0, 1040.0]",2.0,horstify,[1040.0],1.0
securify,0x69e5da6904f73dfa845648e1991ad1dcc780f874,TimestampDepend,Safety,"[496.0, 637.0]",2.0,horstify,[496.0],1.0
securify,0x49f053b866c33185fa1151e71fc80d5fe6b08a92,RestrictedWrite,Violation,"[974.0, 1049.0, 1055.0, 1126.0, 1169.0, 1187.0]",6.0,horstify,"[1126.0, 1049.0, 974.0, 1055.0]",4.0
securify,0x5ee82a5250ac20f0bbe2f55cde273937461c882f,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x160fc84c8c5d46561b01d38eb7d44671f3eed4ca,TimestampDepend,Safety,"[203.0, 239.0]",2.0,horstify,[203.0],1.0
securify,0x4c24fd04063e8b1c881e5ec0f46208d66d010c64,RestrictedWrite,Violation,"[993.0, 1053.0, 1070.0]",3.0,horstify,"[993.0, 1070.0]",2.0
securify,0xe4C1c33ed635263c61bF61dB751b8A74ee3AF0e4,RestrictedWrite,Violation,"[436.0, 439.0, 518.0, 529.0, 889.0, 950.0, 962.0, 974.0, 979.0, 1050.0, 1223.0, 1236.0, 1325.0, 1331.0, 1454.0, 1538.0, 1661.0, 1745.0, 1780.0]",19.0,horstify,"[529.0, 436.0, 518.0, 439.0]",4.0
securify,0x4668cd871eba35997e1fbe66d0eddf6612d018ce,RestrictedWrite,Violation,"[546.0, 610.0, 621.0, 704.0, 741.0, 760.0, 796.0, 810.0, 827.0]",9.0,horstify,"[704.0, 546.0, 610.0, 621.0]",4.0
securify,0x26C4E381FfbDc825Be9B986c3BA40525f0771E8d,TimestampDepend,Safety,"[686.0, 1015.0, 1237.0, 1483.0]",4.0,horstify,[686.0],1.0
securify,0xaBbb6bEbFA05aA13e908EaA492Bd7a8343760477,TimestampDepend,Safety,"[158.0, 204.0, 343.0, 390.0]",4.0,horstify,[158.0],1.0
securify,0x78b058ccda93816487C655367dCb79664A216AD2,TimestampDepend,Safety,"[949.0, 1063.0, 1147.0, 1377.0]",4.0,horstify,"[949.0, 1063.0, 1147.0]",3.0
securify,0x78b058ccda93816487C655367dCb79664A216AD2,RestrictedWrite,Violation,"[525.0, 535.0, 538.0, 603.0, 614.0, 777.0, 832.0, 840.0, 856.0, 877.0, 891.0, 960.0, 1074.0, 1077.0, 1161.0, 1167.0]",16.0,horstify,"[614.0, 535.0, 777.0, 538.0, 603.0, 525.0]",6.0
securify,0x609a9cb68b0a3a9c63027bfac0708517bac97885,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x87b0de512502f3e86fd22654b72a640c8e0f59cc,TimestampDepend,Safety,"[291.0, 382.0, 474.0, 710.0, 801.0, 894.0, 523.0, 945.0]",8.0,horstify,"[291.0, 710.0]",2.0
securify,0x936f78b9852d12f5cb93177c1f84fb8513d06263,TimestampDepend,Safety,"[674.0, 1129.0, 1562.0, 1673.0, 2146.0]",5.0,horstify,"[2146.0, 1129.0, 1562.0, 674.0]",3.0
securify,0xf767fca8e65d03fe16d4e38810f5e5376c3372a8,TimestampDepend,Safety,"[157.0, 376.0, 1680.0, 1419.0, 1558.0, 2275.0, 2667.0]",7.0,horstify,"[1558.0, 376.0, 1419.0, 157.0]",4.0
securify,0xab7689c7be6d9b5428d6bf4c536dc699fc919260,RestrictedWrite,Violation,"[494.0, 552.0, 634.0, 649.0, 664.0, 717.0, 838.0, 848.0]",8.0,horstify,"[552.0, 664.0, 649.0, 634.0, 494.0]",5.0
securify,0x440dec42eb7a9950b6f79018ffa1083595b65ee0,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0xe120100349a0b1BF826D2407E519D75C2Fe8f859,RestrictedWrite,Violation,"[154.0, 464.0, 503.0, 235.0]",4.0,horstify,[],0.0
securify,0x4fd997ed7c10dbd04e95d3730cd77d79513076f2,RestrictedWrite,Violation,"[234.0, 1934.0, 1404.0, 1357.0]",4.0,horstify,"[234.0, 1404.0, 1934.0]",3.0
securify,0xb94f85ea35987648bb460a96a34f56ac1a6cc6f7,TimestampDepend,Safety,"[1478.0, 1545.0, 1666.0]",3.0,horstify,"[1666.0, 1478.0]",2.0
securify,0xb94f85ea35987648bb460a96a34f56ac1a6cc6f7,RestrictedWrite,Violation,"[504.0, 551.0]",2.0,horstify,[],0.0
securify,0xD35e6F3B26F8992a7F023Ad878e13A82ddEd2232,TimestampDepend,Safety,"[283.0, 308.0, 459.0]",3.0,horstify,[283.0],1.0
securify,0x1aFd952269873FE009C7BDFF5f07Fd91605a7227,RestrictedWrite,Violation,"[539.0, 603.0, 614.0, 697.0, 734.0, 753.0, 789.0, 803.0, 820.0]",9.0,horstify,"[614.0, 697.0, 539.0, 603.0]",4.0
securify,0x62ca898dd70d4ad44552f9a9027ee45bd7a47ce0,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xfE3672Eff595CfD36eD05aaf4622d1Aec3B5E852,RestrictedWrite,Violation,"[316.0, 380.0, 391.0, 563.0, 600.0, 615.0, 651.0, 666.0, 679.0]",9.0,horstify,"[563.0, 391.0, 316.0, 380.0]",4.0
securify,0x1f0b9Db5bb0F2a60F8C8824CEc738C15805dBDec,TimestampDepend,Safety,"[712.0, 780.0, 928.0]",3.0,horstify,"[928.0, 712.0]",2.0
securify,0x30b82a61e9c7ecca057f8dd42e67c628d7e1b823,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x3398080b81a1cff1429af347ce2b17fc28de3937,TimestampDepend,Safety,"[221.0, 309.0, 397.0, 485.0, 573.0, 661.0, 877.0, 1069.0]",8.0,horstify,[877.0],0.0
securify,0x3398080b81a1cff1429af347ce2b17fc28de3937,RestrictedWrite,Violation,"[994.0, 1177.0]",2.0,horstify,[994.0],1.0
securify,0x3eab9a2fa76f16cdc46e707ff928f7995886dee0,TimestampDepend,Safety,"[4220.0, 4294.0, 4576.0, 400.0, 760.0, 1062.0]",6.0,horstify,"[400.0, 4576.0, 1062.0, 760.0, 4220.0]",5.0
securify,0xAF6D36e6A376CDa44a5Ce9280507e5E24132C143,TimestampDepend,Safety,"[339.0, 1847.0, 3180.0, 3424.0, 1954.0, 1471.0, 2085.0]",7.0,horstify,"[3424.0, 339.0, 1847.0, 3180.0, 1471.0]",5.0
securify,0xa850E6f693B9bCB31df3eE44e7888EF19E608107,TimestampDepend,Safety,[660.0],1.0,horstify,[],0.0
securify,0xa850E6f693B9bCB31df3eE44e7888EF19E608107,RestrictedWrite,Violation,"[242.0, 317.0, 323.0, 394.0, 445.0]",5.0,horstify,"[242.0, 323.0, 394.0, 317.0]",4.0
securify,0x9aa7889526708afdfb6c5222e47ed96bfdacb945,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x9f1d916a456b96146e9f0dbbd0e107a1f389a061,TimestampDepend,Safety,"[559.0, 1006.0, 1080.0, 1119.0]",4.0,horstify,[559.0],1.0
securify,0x9f1d916a456b96146e9f0dbbd0e107a1f389a061,RestrictedWrite,Violation,"[459.0, 590.0, 651.0, 662.0, 750.0, 757.0, 775.0, 789.0]",8.0,horstify,[459.0],1.0
securify,0xe7f4f5abba4a0ae18eaa31796876d137e19b93ad,TimestampDepend,Safety,[144.0],1.0,horstify,[],0.0
securify,0xe7f4f5abba4a0ae18eaa31796876d137e19b93ad,RestrictedWrite,Violation,"[278.0, 303.0]",2.0,horstify,[],0.0
securify,0xa379bbdd0af814502eb9b38d475c7fa7411bb4ec,RestrictedWrite,Violation,"[549.0, 613.0, 624.0, 707.0, 744.0, 763.0, 799.0, 813.0, 830.0]",9.0,horstify,"[624.0, 707.0, 549.0, 613.0]",4.0
securify,0x9d3899df1d9f030a32dd5571fe3c7ef72d6ae566,TimestampDepend,Safety,"[319.0, 865.0]",2.0,horstify,[319.0],1.0
securify,0x9d3899df1d9f030a32dd5571fe3c7ef72d6ae566,RestrictedWrite,Violation,"[350.0, 408.0, 514.0, 737.0, 490.0, 747.0, 876.0, 625.0, 706.0, 715.0]",10.0,horstify,[350.0],1.0
securify,0x8f058d8a161f5be34b47149d70c47d6c60252eee,TimestampDepend,Safety,"[254.0, 324.0, 471.0, 542.0]",4.0,horstify,[254.0],1.0
securify,0x0b983fa1bcbdf24bdbfacb660faa76c586a16c64,RestrictedWrite,Violation,"[205.0, 1717.0, 1272.0, 1225.0]",4.0,horstify,"[1717.0, 1272.0, 205.0]",3.0
securify,0x0e0e733dd24168d85ecb5a62bb13385d31edf761,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xeae6c55570afcec8fff6dfe866dd142369b87251,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x50cb0011a52a8415deae370301d78369e6089fa2,TimestampDepend,Safety,"[121.0, 194.0]",2.0,horstify,[194.0],1.0
securify,0x0f26c26318872e8fa85dee5d30cba45ed53b3d3e,RestrictedWrite,Violation,"[541.0, 605.0, 616.0, 699.0, 736.0, 781.0, 790.0, 807.0]",8.0,horstify,"[616.0, 699.0, 605.0, 541.0]",4.0
securify,0xfba6ae30dfe97b20ad9ecccd5057ab3e5a1c41fa,TimestampDepend,Safety,"[133.0, 352.0, 898.0]",3.0,horstify,"[352.0, 133.0]",2.0
securify,0xfba6ae30dfe97b20ad9ecccd5057ab3e5a1c41fa,RestrictedWrite,Violation,"[383.0, 441.0, 547.0, 770.0, 523.0, 780.0, 909.0, 658.0, 739.0, 748.0]",10.0,horstify,[383.0],1.0
securify,0xeacba276ff97853102c3d540b663c08ec7fbe0ed,RestrictedWrite,Violation,"[642.0, 706.0, 717.0, 800.0, 837.0, 857.0, 869.0, 886.0]",8.0,horstify,"[800.0, 706.0, 642.0, 717.0]",4.0
securify,0x9674e9123caf1f74d7f2b8c6823734891c0573d7,TimestampDepend,Safety,"[328.0, 406.0, 533.0]",3.0,horstify,"[533.0, 328.0]",2.0
securify,0x64160ad5ff632457cd3dc8788ee83e97e3a88abb,TimestampDepend,Safety,"[217.0, 390.0, 586.0, 958.0, 1003.0]",5.0,horstify,"[217.0, 958.0]",2.0
securify,0x5088c2985210925d15ea470a160fc08b352818d0,TimestampDepend,Safety,"[917.0, 1074.0, 1117.0, 295.0]",4.0,horstify,"[1074.0, 917.0, 295.0]",3.0
securify,0x5088c2985210925d15ea470a160fc08b352818d0,RestrictedWrite,Violation,"[416.0, 369.0]",2.0,horstify,[416.0],1.0
securify,0xba3e14a7f0169d86fc1389ad40ca4356a1404640,TimestampDepend,Safety,"[373.0, 499.0, 885.0, 1148.0, 1217.0, 1354.0, 1491.0, 1748.0, 1815.0, 1956.0, 2202.0, 2270.0, 2600.0, 2668.0, 2819.0, 3036.0]",16.0,horstify,"[499.0, 2819.0, 1956.0, 1748.0, 373.0, 2600.0, 1354.0, 2202.0, 1148.0]",9.0
securify,0x43bbc7fafb860d974037b8f7dd06b6f6fe799b3e,TimestampDepend,Safety,[729.0],1.0,horstify,[],0.0
securify,0x43bbc7fafb860d974037b8f7dd06b6f6fe799b3e,RestrictedWrite,Violation,"[313.0, 388.0, 394.0, 465.0, 514.0]",5.0,horstify,"[465.0, 388.0, 313.0, 394.0]",4.0
securify,0xb1d58bad78f33892719cdeba218f8641a71a3f05,TimestampDepend,Safety,"[829.0, 934.0]",2.0,horstify,[829.0],1.0
securify,0xb1d58bad78f33892719cdeba218f8641a71a3f05,RestrictedWrite,Violation,"[374.0, 432.0, 649.0, 767.0, 780.0, 945.0, 517.0, 615.0, 624.0, 755.0]",10.0,horstify,[374.0],1.0
securify,0x237f29bbFd52C768A02980eA8D4D983a1D234eDC,TimestampDepend,Safety,"[949.0, 1063.0, 1147.0, 1377.0]",4.0,horstify,"[949.0, 1063.0, 1147.0]",3.0
securify,0x237f29bbFd52C768A02980eA8D4D983a1D234eDC,RestrictedWrite,Violation,"[525.0, 535.0, 538.0, 603.0, 614.0, 777.0, 832.0, 840.0, 856.0, 877.0, 891.0, 960.0, 1074.0, 1077.0, 1161.0, 1167.0]",16.0,horstify,"[614.0, 535.0, 777.0, 538.0, 603.0, 525.0]",6.0
securify,0x9D5BdAa9d82782c03402dD5c675aE3E45B3102e2,RestrictedWrite,Violation,"[539.0, 603.0, 614.0, 697.0, 734.0, 753.0, 789.0, 802.0, 819.0]",9.0,horstify,"[614.0, 697.0, 603.0, 539.0]",4.0
securify,0x007d42b9192b8C087b0D3E6ef73AAE48E74b41c1,TimestampDepend,Safety,"[268.0, 434.0, 1320.0, 2506.0, 1801.0]",5.0,horstify,"[1320.0, 1801.0, 268.0]",3.0
securify,0x9c794584b2f482653937b529647924606446e7f4,RestrictedWrite,Violation,"[993.0, 1053.0, 1070.0]",3.0,horstify,"[993.0, 1070.0]",2.0
securify,0xb78e82956b6037e13b83c287aa9047f748c0f55a,RestrictedWrite,Violation,"[205.0, 1717.0, 1272.0, 1225.0]",4.0,horstify,"[1717.0, 1272.0, 205.0]",3.0
securify,0xf70ce1be9685b0cfb531bc712d3faace858b5bfb,RestrictedWrite,Violation,"[522.0, 586.0, 597.0, 680.0, 717.0]",5.0,horstify,"[597.0, 680.0, 522.0, 586.0]",4.0
securify,0xf9735dc96a98f68ac8fe6fccf1e7b9876ddb6b47,RestrictedWrite,Violation,"[420.0, 654.0]",2.0,horstify,[420.0],1.0
securify,0x7fd6d3537b39842cfe16e813851296d4745b51a7,RestrictedWrite,Violation,"[579.0, 651.0, 662.0, 727.0, 764.0, 781.0, 789.0, 806.0]",8.0,horstify,"[579.0, 662.0, 727.0, 651.0]",4.0
securify,0x40b88bbd78cb0441259de7a7d608a39b7388369a,RestrictedWrite,Violation,"[661.0, 725.0, 736.0, 820.0, 834.0, 846.0, 968.0, 978.0]",8.0,horstify,"[736.0, 834.0, 820.0, 661.0, 725.0, 846.0]",6.0
securify,0x4f529990b7f3d1fb4152736155e431c96fd86294,RestrictedWrite,Violation,"[416.0, 369.0]",2.0,horstify,[416.0],1.0
securify,0xeb45e2f4949cca0d7ad4550106cb4fee09003644,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x31916de2c0c286b687e5788110d04ad97dd37283,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x19a6067538c90973eF5dC31Ded5Fa567f3d09059,RestrictedWrite,Violation,"[502.0, 566.0, 577.0, 642.0, 679.0, 702.0, 711.0, 728.0]",8.0,horstify,"[577.0, 642.0, 566.0, 502.0]",4.0
securify,0x5d67888188772Df8eD420E5Be43820c9D98A8ef5,TimestampDepend,Safety,"[386.0, 444.0, 695.0, 503.0]",4.0,horstify,[386.0],1.0
securify,0x9d0135658dd0472310e44bcd520fd0a141db0bbb,TimestampDepend,Safety,"[173.0, 327.0, 374.0, 680.0]",4.0,horstify,[173.0],1.0
securify,0xbf28e50143ca1f25c7e2887b1d5cd47ec5dccd17,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xe5411ae9c24931e11dffecd84fa50fcf7f0df31b,TimestampDepend,Safety,"[217.0, 390.0, 586.0, 958.0, 1003.0]",5.0,horstify,"[217.0, 958.0]",2.0
securify,0x02B2101903eB6a51518E63e84B785180859FDa9d,RestrictedWrite,Violation,"[549.0, 613.0, 624.0, 707.0, 744.0, 766.0, 802.0, 818.0, 835.0]",9.0,horstify,"[624.0, 707.0, 613.0, 549.0]",4.0
securify,0xf243688304fa4f6c6efadc22b9c1dd009aa76650,RestrictedWrite,Violation,"[546.0, 610.0, 621.0, 704.0, 741.0, 760.0, 796.0, 810.0, 827.0]",9.0,horstify,"[704.0, 546.0, 610.0, 621.0]",4.0
securify,0x5385d02f3a254ca716c144c7c333553a2e6ec931,TimestampDepend,Safety,[1412.0],1.0,horstify,[],0.0
securify,0x2bcca955c9200c9a5f888bc2b14b91aaa56cd5c5,TimestampDepend,Safety,"[174.0, 1523.0, 1630.0, 1683.0, 1786.0, 1143.0, 1250.0, 1303.0, 1427.0, 445.0, 700.0, 973.0, 1013.0]",13.0,horstify,[],0.0
securify,0x7d3ae940eb73dc9131758ad2e326c7d863b0916a,RestrictedWrite,Violation,"[368.0, 379.0, 445.0, 452.0, 625.0, 683.0, 694.0]",7.0,horstify,"[368.0, 625.0, 452.0, 379.0, 445.0]",5.0
securify,0x6cafdc06177f6f4b4b4638c987397b07cd948aed,TimestampDepend,Safety,"[1660.0, 1029.0, 1086.0, 1172.0, 1322.0, 1408.0]",6.0,horstify,"[1029.0, 1660.0]",2.0
securify,0xca7c390f8f843a8c3036841fde755e5d0acb97da,RestrictedWrite,Violation,"[642.0, 706.0, 717.0, 800.0, 837.0, 857.0, 869.0, 886.0]",8.0,horstify,"[800.0, 706.0, 642.0, 717.0]",4.0
securify,0x8b807cf49ca593c4678811211df2992e64f2f3ef,RestrictedWrite,Violation,"[253.0, 2407.0, 1620.0, 1522.0]",4.0,horstify,"[1620.0, 2407.0, 253.0]",3.0
securify,0xde5ebd0b8879b0a42b23b37e4d76a5e21a0bef4b,TimestampDepend,Safety,"[451.0, 610.0, 699.0, 816.0]",4.0,horstify,[610.0],1.0
securify,0x788c964f356086b9578b8b4f0fffe13a96c0c7b8,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x826a490c2d5d7ccb5f0223b042b39a9dc3cfdfe6,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xab7c49a95ba2f8c1ad95d18c8541cba650870618,TimestampDepend,Safety,"[917.0, 1074.0, 1117.0, 295.0]",4.0,horstify,"[1074.0, 917.0, 295.0]",3.0
securify,0xab7c49a95ba2f8c1ad95d18c8541cba650870618,RestrictedWrite,Violation,"[416.0, 369.0]",2.0,horstify,[416.0],1.0
securify,0xD361e374bE9e3907FCEAC60c6EA5CbDcE89fC9ae,RestrictedWrite,Violation,"[574.0, 630.0, 713.0, 763.0, 767.0, 780.0, 914.0, 543.0, 558.0]",9.0,horstify,"[630.0, 713.0, 763.0, 780.0, 574.0, 767.0]",6.0
securify,0x022de2e28a61f9d197f8966dd0fc8f7ddf70f2dc,RestrictedWrite,Violation,"[205.0, 1717.0, 1272.0, 1225.0]",4.0,horstify,"[1717.0, 1272.0, 205.0]",3.0
securify,0x1cb0c1cba5193ec5e0303d46a83a7109629046b6,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x1c3e274a4ecf4fc0afdefbe53bd1d36f63c7124a,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x1492cdd605d91658f228eab14d8444b60e6da8df,RestrictedWrite,Violation,"[549.0, 613.0, 624.0, 707.0, 744.0, 766.0, 802.0, 818.0, 835.0]",9.0,horstify,"[624.0, 707.0, 613.0, 549.0]",4.0
