tool_1,contract,property,type,matches_1,count_1,tool_2,matches_2,count_2
securify,0x63dd6f40007731eb7e70a7ae43b55c0fb2090c99,TimestampDepend,Safety,"[267.0, 487.0, 596.0, 938.0, 2341.0, 1133.0, 1483.0, 1623.0, 1827.0, 2216.0]",10.0,horstify,"[2341.0, 487.0, 938.0, 267.0, 1133.0]",5.0
securify,0xe7c8635bc387994069f7b7f25b89534c67727a01,TimestampDepend,Safety,"[154.0, 268.0, 544.0, 735.0, 658.0, 864.0]",6.0,horstify,"[544.0, 154.0, 735.0]",3.0
securify,0x111cc94a5dabdf192c5106fadc844a98b0f56be0,TimestampDepend,Safety,"[243.0, 397.0, 444.0, 729.0, 853.0]",5.0,horstify,"[243.0, 853.0]",2.0
securify,0x9ab2b9bd7c70ba12757eadcda5a9626ac247fadf,TimestampDepend,Safety,"[439.0, 493.0, 536.0, 583.0, 946.0]",5.0,horstify,[439.0],1.0
securify,0x9ab2b9bd7c70ba12757eadcda5a9626ac247fadf,RestrictedWrite,Violation,"[639.0, 689.0, 696.0, 793.0, 851.0, 858.0]",6.0,horstify,"[689.0, 696.0, 639.0]",3.0
securify,0xA14d964FB52BF333888D162E9CAF8cC7F090CDe4,TimestampDepend,Safety,"[172.0, 218.0, 393.0, 440.0, 603.0]",5.0,horstify,"[393.0, 172.0]",2.0
securify,0x33A8eA1c8C6294C9F65f3DAd7CA7f037BD09F951,RestrictedWrite,Violation,"[520.0, 530.0, 533.0, 595.0, 606.0, 769.0, 824.0, 832.0, 848.0, 869.0, 883.0, 933.0, 1049.0, 1052.0]",14.0,horstify,"[769.0, 530.0, 595.0, 533.0, 520.0, 606.0]",6.0
securify,0x498e950892260b0e9dfd5895d7501f340e92d263,RestrictedWrite,Violation,"[410.0, 363.0]",2.0,horstify,[410.0],1.0
securify,0x015A06a433353f8db634dF4eDdF0C109882A15AB,TimestampDepend,Safety,"[867.0, 956.0, 1209.0]",3.0,horstify,"[867.0, 1209.0]",2.0
securify,0x5f5d7147adb6ed31a2ca03ce3defb070a3be0ebb,TimestampDepend,Safety,"[358.0, 447.0, 685.0]",3.0,horstify,"[358.0, 685.0]",2.0
securify,0x86c93259896b20e45262dac7499a83a2cad23fe0,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x84d50ebf4737331fb41ff9e3c6c324262c5b661c,TimestampDepend,Safety,"[969.0, 1843.0]",2.0,horstify,[969.0],1.0
securify,0x6Ba4313d6B01efD3C81224a1d34794B2A0b0CF76,TimestampDepend,Safety,"[475.0, 1160.0, 1413.0, 807.0]",4.0,horstify,"[1413.0, 1160.0, 475.0]",3.0
securify,0x02268047f5c77a6a533619773474d1a6e510443f,TimestampDepend,Safety,[112.0],1.0,horstify,[112.0],0.0
securify,0xC4216D17a72BD49E404Fe396bB93c9Cd8Cf3e881,TimestampDepend,Safety,"[165.0, 343.0, 508.0, 571.0, 699.0]",5.0,horstify,[],0.0
securify,0x7f64e2913511ceb3301f0515548ab7539735182b,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x77eec19c8ba79b1c7c79311ec810cbf88d924751,TimestampDepend,Safety,"[4903.0, 4977.0, 405.0, 528.0, 888.0, 1219.0, 5290.0]",7.0,horstify,"[528.0, 1219.0, 405.0, 4903.0, 888.0, 5290.0]",6.0
securify,0xa333604269d38faec526d90db381017009fe4c18,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x4b19f307dda1be6bc17c999bc29e24633155c990,TimestampDepend,Safety,"[1704.0, 1729.0, 1943.0, 1968.0, 2300.0, 2325.0, 2872.0, 2897.0, 3474.0, 3499.0, 4099.0, 4124.0, 4374.0, 760.0, 1237.0, 1369.0, 1581.0, 1034.0]",18.0,horstify,"[1943.0, 760.0, 1704.0, 1369.0, 2300.0]",5.0
securify,0x4b19f307dda1be6bc17c999bc29e24633155c990,RestrictedWrite,Violation,"[3093.0, 3638.0, 3106.0, 3131.0, 4443.0, 3177.0]",6.0,horstify,"[3106.0, 3093.0, 3638.0, 3177.0, 3131.0]",5.0
securify,0x900e66fe952998ebe212d4a7def0936387142e2a,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x37c0f21f9dc15be832d06a3c79ee45d16f9ed1d6,TimestampDepend,Safety,"[528.0, 743.0, 1050.0, 1300.0, 1392.0, 1484.0, 1765.0, 1889.0, 1978.0, 2068.0, 2206.0, 2296.0, 2386.0, 2456.0]",14.0,horstify,"[528.0, 2386.0, 1300.0, 1765.0, 743.0, 1050.0, 1978.0, 2206.0]",8.0
securify,0x7f9af66163461009e9a4c57f6d3c6421bc47a663,TimestampDepend,Safety,"[110.0, 178.0]",2.0,horstify,[110.0],1.0
securify,0x019d7e5ae8d2ba9a292244311dc7355058ab1b08,TimestampDepend,Safety,"[1463.0, 1647.0]",2.0,horstify,[1647.0],1.0
securify,0xc1caec30b787711108957660a3f9306a5d967f66,TimestampDepend,Safety,"[597.0, 660.0, 845.0]",3.0,horstify,"[597.0, 845.0]",2.0
securify,0x44691b39d1a75dc4e0a0346cbb15e310e6ed1e86,TimestampDepend,Safety,"[437.0, 824.0, 620.0, 1169.0]",4.0,horstify,"[437.0, 824.0, 620.0]",3.0
securify,0xabcdd0dbc5ba15804f5de963bd60491e48c3ef0b,TimestampDepend,Safety,"[945.0, 1834.0, 2189.0]",3.0,horstify,[945.0],1.0
securify,0x8a772004af0b8fca5e7093c6f277ba7b0e8fa97a,RestrictedWrite,Violation,"[336.0, 468.0, 489.0, 1132.0, 1157.0, 1248.0, 1116.0, 1273.0, 1298.0]",9.0,horstify,"[336.0, 1248.0, 1298.0, 468.0, 1273.0, 1116.0, 1132.0]",7.0
securify,0x6fd8e0e34117c95e568f8938716013f948e0b2f9,RestrictedWrite,Violation,"[1885.0, 1890.0, 1893.0, 1710.0, 1716.0, 1722.0, 1836.0, 1843.0, 1846.0, 1861.0, 1125.0, 841.0, 1407.0, 1470.0, 1563.0, 1566.0, 1338.0, 1343.0]",18.0,horstify,"[1890.0, 1861.0, 1893.0, 1125.0, 841.0, 1836.0, 1710.0, 1843.0, 1716.0, 1846.0, 1722.0, 1885.0, 1407.0]",13.0
securify,0x559b52b6a30Ba913A7e8F85C4A6Aa443a0FE66ab,TimestampDepend,Safety,"[270.0, 440.0]",2.0,horstify,[270.0],0.0
securify,0x559b52b6a30Ba913A7e8F85C4A6Aa443a0FE66ab,RestrictedWrite,Violation,"[353.0, 504.0]",2.0,horstify,[353.0],1.0
securify,0x5ed5b9a13af4581524ebb7a0701bc4366d002289,RestrictedWrite,Violation,"[234.0, 1925.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1925.0, 234.0]",3.0
securify,0xa259e6bcade86c770cb5214c789ee107662831a6,RestrictedWrite,Violation,"[459.0, 469.0, 472.0, 552.0, 563.0, 641.0, 678.0, 692.0, 700.0, 708.0, 769.0, 778.0, 801.0, 815.0]",14.0,horstify,"[641.0, 563.0, 469.0, 552.0, 472.0, 459.0]",6.0
securify,0x479bed65685b0672ec2ff8b0a8fbe06b4ce0a710,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x32304cdbe41fe4f1c48b08356414a52957d22d3b,TimestampDepend,Safety,"[309.0, 452.0, 817.0, 1020.0]",4.0,horstify,[309.0],1.0
securify,0x51dce38369b7d57d367fa1b738723a626f15b8ff,RestrictedWrite,Violation,"[234.0, 1925.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1925.0, 234.0]",3.0
securify,0xbf4ed7b27f1d666546e30d74d50d173d20bca754,TimestampDepend,Safety,"[402.0, 559.0, 622.0, 772.0, 969.0, 1039.0]",6.0,horstify,"[402.0, 772.0]",2.0
securify,0xd12d8F8dFa54F1578B2177F99B2e282367b66B13,RestrictedWrite,Violation,"[539.0, 603.0, 614.0, 697.0, 734.0, 743.0]",6.0,horstify,"[614.0, 697.0, 603.0, 539.0]",4.0
securify,0xa83c4a6d0418074655bdbe74fed8435c46c19f66,RestrictedWrite,Violation,"[542.0, 606.0, 617.0, 700.0, 737.0, 782.0, 791.0, 808.0]",8.0,horstify,"[617.0, 700.0, 606.0, 542.0]",4.0
securify,0x0444f06a52320af2df7e60d1923080002838ce93,TimestampDepend,Safety,"[805.0, 894.0]",2.0,horstify,[805.0],1.0
securify,0x0444f06a52320af2df7e60d1923080002838ce93,RestrictedWrite,Violation,"[366.0, 424.0, 641.0, 759.0, 772.0, 905.0, 509.0, 607.0, 616.0, 747.0]",10.0,horstify,[366.0],1.0
securify,0xe3c61a3bff7cb03ddd422258006fddd5ba1ed0fe,RestrictedWrite,Violation,"[205.0, 1717.0, 1272.0, 1225.0]",4.0,horstify,"[1717.0, 1272.0, 205.0]",3.0
securify,0xbb9854BFD082c48B4D426aC6A2a152B01326f46F,RestrictedWrite,Violation,"[497.0, 561.0, 572.0, 637.0, 674.0, 697.0, 702.0, 719.0]",8.0,horstify,"[497.0, 561.0, 572.0, 637.0]",4.0
securify,0x44e3d147188de99a1ff0799e77c03724c2032ad6,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xb2048d829482dbc9baf6951c28909e5c49686041,RestrictedWrite,Violation,"[234.0, 1926.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1926.0, 234.0]",3.0
securify,0xCE3b5fFca16ffF926c890f0885A3e90cEb89db0A,TimestampDepend,Safety,"[339.0, 1848.0, 3116.0, 3754.0, 1955.0, 1473.0, 2086.0]",7.0,horstify,"[1473.0, 339.0, 1848.0, 3754.0, 3116.0]",5.0
securify,0xf7070fc72e2b92c6309785a39338d7c919a3cf4a,TimestampDepend,Safety,[729.0],1.0,horstify,[],0.0
securify,0xf7070fc72e2b92c6309785a39338d7c919a3cf4a,RestrictedWrite,Violation,"[313.0, 388.0, 394.0, 465.0, 514.0]",5.0,horstify,"[465.0, 388.0, 313.0, 394.0]",4.0
securify,0xf236d15aa8164626e3457cd38e69d7f46f95eeb9,TimestampDepend,Safety,"[145.0, 462.0, 513.0, 624.0, 410.0]",5.0,horstify,"[145.0, 410.0]",2.0
securify,0x5dc8108fc79018113a58328f5283b376b83922ef,TimestampDepend,Safety,"[126.0, 181.0, 292.0, 349.0]",4.0,horstify,[126.0],1.0
securify,0x566c1023aaF10180B4EB9533050fbf91D7792aF1,RestrictedWrite,Violation,"[515.0, 525.0, 528.0, 590.0, 601.0, 764.0, 819.0, 827.0, 843.0, 864.0, 878.0, 928.0, 1035.0, 1038.0]",14.0,horstify,"[528.0, 515.0, 601.0, 764.0, 525.0, 590.0]",6.0
securify,0x8cd68336ad5092110e79aae318731e1d60a331ae,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x3aaa5474a09804b08120e6e33bfc433367ab238c,RestrictedWrite,Violation,"[234.0, 1925.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1925.0, 234.0]",3.0
securify,0x5ae14c0101e0a40c709340592f1f1c052ef4ab92,RestrictedWrite,Violation,"[234.0, 1925.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1925.0, 234.0]",3.0
securify,0x1ca4a86bba124426507d1ef67ad271cc5a02820a,TimestampDepend,Safety,"[152.0, 299.0, 547.0, 459.0]",4.0,horstify,[],0.0
securify,0x938875f7a161ce2f4c314ba1bb3172dbf52ebb3d,TimestampDepend,Safety,"[943.0, 1032.0, 1121.0]",3.0,horstify,[943.0],1.0
securify,0x3325439082ff8ba7371dfdaa1af297bbfcac21b2,RestrictedWrite,Violation,"[355.0, 429.0, 440.0, 536.0, 590.0, 600.0, 766.0, 336.0]",8.0,horstify,[],0.0
securify,0xa35fc4d3ea15e0d9272dc181ee1c2761d5d0cabd,TimestampDepend,Safety,"[153.0, 427.0, 572.0, 1073.0]",4.0,horstify,"[153.0, 427.0]",2.0
securify,0xaa1a6e3e6ef20068f7f8d8c835d2d22fd5116444,TimestampDepend,Safety,"[126.0, 172.0, 283.0, 330.0]",4.0,horstify,[126.0],1.0
securify,0xaedde4941e7eac04f97be3a89af50a454d7c5f89,RestrictedWrite,Violation,"[234.0, 1925.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1925.0, 234.0]",3.0
securify,0xae8a616011274cde89dd86e2f40b73c449e2f45b,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x6f576af2dba6bf6308caf8feec3fc3d07501c018,TimestampDepend,Safety,"[166.0, 265.0, 315.0, 415.0, 553.0, 600.0]",6.0,horstify,"[166.0, 415.0]",2.0
securify,0xBe46324018124B2d604c2f3eaE91D3De9b388b09,RestrictedWrite,Violation,"[1060.0, 1135.0, 1142.0, 1151.0, 1222.0, 1265.0, 1288.0, 1308.0, 1329.0, 1350.0, 1371.0, 1393.0, 1415.0, 1468.0, 1496.0, 1526.0]",16.0,horstify,"[1060.0, 1222.0, 1142.0, 1135.0, 1151.0]",5.0
securify,0x125c0260feec92471d1a144f3cdce185a565f374,TimestampDepend,Safety,"[2777.0, 2851.0, 3015.0, 357.0]",4.0,horstify,"[357.0, 3015.0]",2.0
securify,0xD8912C10681D8B21Fd3742244f44658dBA12264E,TimestampDepend,Safety,"[1388.0, 1455.0, 1578.0]",3.0,horstify,"[1578.0, 1388.0]",2.0
securify,0x3bb2bb5c6c9c9b7f4ef430b47dc7e026310042ea,TimestampDepend,Safety,"[391.0, 821.0, 1144.0, 1457.0, 3266.0, 3742.0, 2667.0, 2731.0, 2849.0, 3484.0, 3631.0, 2054.0, 4123.0, 4187.0, 4305.0, 4814.0, 4878.0, 4996.0, 2407.0]",19.0,horstify,"[1457.0, 3266.0, 821.0, 2054.0, 1144.0, 2667.0, 4123.0, 4814.0]",8.0
securify,0x14227871abbd0359facfc893a055d4068f4f14ee,RestrictedWrite,Violation,"[727.0, 791.0, 832.0, 839.0, 846.0, 853.0, 863.0]",7.0,horstify,[727.0],1.0
securify,0x35bd607db942fe1f10ce12b309e3a67e16660fe1,TimestampDepend,Safety,"[1413.0, 2809.0, 4124.0, 4257.0, 4488.0, 3272.0, 1922.0, 2065.0]",8.0,horstify,[],0.0
securify,0x35bd607db942fe1f10ce12b309e3a67e16660fe1,RestrictedWrite,Violation,"[4299.0, 2449.0, 3052.0, 4540.0, 1669.0, 4595.0, 3622.0, 1783.0, 2167.0]",9.0,horstify,[],0.0
securify,0x3795aed9feadc5c0064a0c3ea529e46d41a2f87a,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xfac50f760d114de38bf0a6d44f31a9c22f778db3,TimestampDepend,Safety,"[747.0, 1320.0]",2.0,horstify,[747.0],1.0
securify,0x1e2e3cc6ce2e87a9aa1684e948e41a17c5ac3ecc,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x90aa6fb2c2ab2c9e3fd5634c054d636c708cd5f3,TimestampDepend,Safety,"[3174.0, 3248.0, 314.0]",3.0,horstify,"[3174.0, 314.0]",2.0
securify,0x90aa6fb2c2ab2c9e3fd5634c054d636c708cd5f3,RestrictedWrite,Violation,"[2671.0, 2767.0, 2431.0, 2780.0, 2802.0, 2838.0, 2923.0, 3028.0, 2936.0, 2958.0, 2994.0]",11.0,horstify,"[2780.0, 2767.0, 2431.0, 2671.0]",4.0
securify,0x83651a62b632c261442f396ad7202fe2a4995e3a,TimestampDepend,Safety,"[141.0, 717.0, 1276.0, 822.0, 1197.0, 1592.0]",6.0,horstify,"[822.0, 1276.0, 141.0, 717.0]",4.0
securify,0x9ffa45c5943a0203ee462c48c8b97064abbe28f3,TimestampDepend,Safety,"[667.0, 1205.0]",2.0,horstify,[667.0],1.0
securify,0x29e6495732f0550d7d074770ca5a1071b044a2ef,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0xbf7316fab5c8cfbda5e763a5a1f94c4e0ce7ec37,TimestampDepend,Safety,"[300.0, 387.0, 656.0, 749.0, 1028.0, 1115.0, 1332.0, 1425.0, 1677.0, 1764.0, 2487.0, 2594.0, 2762.0, 3382.0, 3460.0, 3565.0, 3824.0, 3922.0, 1896.0, 2032.0, 2195.0, 2291.0, 2894.0, 2991.0]",24.0,horstify,"[1028.0, 1896.0, 300.0, 1677.0]",4.0
securify,0x5965c4ee0e04ab0aa480527b7c91be8deca47f9c,RestrictedWrite,Violation,"[234.0, 1925.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1925.0, 234.0]",3.0
securify,0x8f4e3d448a318c1dec52b3f22d77132a39c62025,TimestampDepend,Safety,"[141.0, 204.0]",2.0,horstify,"[204.0, 141.0]",1.0
securify,0x60b1bfaa999ab532df3ab804b43ed549a8636501,RestrictedWrite,Violation,"[234.0, 1925.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1925.0, 234.0]",3.0
securify,0x33a683a7af55942220e4efec514da11b5dc47996,TimestampDepend,Safety,"[896.0, 1794.0, 1906.0, 2116.0, 2192.0, 2009.0, 2040.0]",7.0,horstify,"[2192.0, 896.0, 1794.0, 2116.0, 2040.0, 2009.0]",6.0
securify,0x9b37508b5f859682382d8cb6467a5c7fc5d02e9c,TimestampDepend,Safety,"[396.0, 1311.0, 1413.0, 1466.0, 1243.0, 945.0, 2045.0]",7.0,horstify,[],0.0
securify,0xe1e8eabd8fcf08ed50ae1f2ed4710c1a1f38542c,RestrictedWrite,Violation,"[205.0, 1717.0, 1272.0, 1225.0]",4.0,horstify,"[1717.0, 1272.0, 205.0]",3.0
securify,0xaffd8d333badb2a6dfab4854c5a30ac2dbb9db9f,RestrictedWrite,Violation,"[234.0, 1926.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1926.0, 234.0]",3.0
securify,0xcd820a2f792f429bf95e6d0de909d06110b44123,TimestampDepend,Safety,"[158.0, 205.0, 344.0, 392.0]",4.0,horstify,[158.0],1.0
securify,0x422f8015c5d8168edee923749701360a8a4d0703,RestrictedWrite,Violation,"[549.0, 613.0, 624.0, 707.0, 744.0, 763.0, 799.0, 813.0, 830.0]",9.0,horstify,"[624.0, 707.0, 549.0, 613.0]",4.0
securify,0x9da7902394fb19ddd340d47398d35e3405bf79ec,RestrictedWrite,Violation,"[501.0, 511.0, 514.0, 594.0, 605.0, 683.0, 720.0, 734.0, 742.0, 750.0, 811.0, 820.0, 843.0, 899.0]",14.0,horstify,"[514.0, 594.0, 501.0, 683.0, 605.0, 511.0]",6.0
securify,0x60a9be0ddd559e05733f22101c9330e7fc5282de,TimestampDepend,Safety,"[162.0, 316.0, 363.0, 609.0]",4.0,horstify,[162.0],1.0
securify,0xe3B6638F0C1C0FA37282FAb6eF9457e457A1E9a8,TimestampDepend,Safety,"[408.0, 1425.0, 787.0, 1054.0]",4.0,horstify,"[1425.0, 408.0]",2.0
securify,0xf53E7f01371C6fc0E1c821d3c3C8b30Be366BB6E,TimestampDepend,Safety,"[962.0, 1030.0, 1211.0]",3.0,horstify,"[962.0, 1211.0]",2.0
securify,0xba69e7c96e9541863f009e713caf26d4ad2241a0,TimestampDepend,Safety,[1207.0],1.0,horstify,[],0.0
securify,0xD05d56acd892F33010D93DdF6D9593511B618946,TimestampDepend,Safety,"[172.0, 514.0, 597.0, 680.0]",4.0,horstify,"[514.0, 172.0]",1.0
securify,0xD05d56acd892F33010D93DdF6D9593511B618946,RestrictedWrite,Violation,"[252.0, 259.0]",2.0,horstify,[259.0],1.0
securify,0x5158cf97c3e001b402ccb0f9063736ee8d6dad5a,RestrictedWrite,Violation,"[542.0, 574.0, 638.0, 649.0, 732.0, 769.0, 789.0, 801.0, 818.0]",9.0,horstify,"[649.0, 732.0, 574.0, 638.0, 542.0]",5.0
securify,0xa7481af3bbc9d902c02f58204c5683052de53330,RestrictedWrite,Violation,"[578.0, 655.0, 666.0, 762.0, 799.0, 816.0, 824.0, 841.0]",8.0,horstify,"[578.0, 762.0, 666.0, 655.0]",4.0
securify,0x5e569e1ecd56fe30dd97ee233ec1675b60fb6680,TimestampDepend,Safety,"[397.0, 450.0, 269.0]",3.0,horstify,"[397.0, 269.0]",2.0
securify,0x1368e088682b3ea455c4856297365542ca6828d8,TimestampDepend,Safety,"[338.0, 834.0, 937.0]",3.0,horstify,"[338.0, 834.0]",2.0
securify,0x1368e088682b3ea455c4856297365542ca6828d8,RestrictedWrite,Violation,"[387.0, 445.0, 662.0, 780.0, 793.0, 948.0, 530.0, 628.0, 637.0, 768.0]",10.0,horstify,[387.0],1.0
securify,0xade85d1796008281dbf4baaedb2790d3fea8d89d,TimestampDepend,Safety,"[951.0, 1849.0]",2.0,horstify,[951.0],1.0
securify,0x3ab274f835d1939d20d0bbb72a1fb513d7a7a675,TimestampDepend,Safety,"[816.0, 939.0]",2.0,horstify,[816.0],1.0
securify,0x3ab274f835d1939d20d0bbb72a1fb513d7a7a675,RestrictedWrite,Violation,"[375.0, 433.0, 547.0, 753.0, 758.0, 767.0, 950.0, 515.0, 524.0, 658.0, 667.0]",11.0,horstify,[375.0],1.0
securify,0xad2b1feb2153cd5a6b8a5f37a820ba013a89cabf,TimestampDepend,Safety,"[596.0, 677.0]",2.0,horstify,[],0.0
securify,0x316201f586706aaa2795bc2a3f0bad2379c363e4,RestrictedWrite,Violation,"[459.0, 469.0, 472.0, 552.0, 563.0, 641.0, 678.0, 692.0, 700.0, 708.0, 769.0, 778.0, 801.0, 815.0]",14.0,horstify,"[641.0, 563.0, 469.0, 552.0, 472.0, 459.0]",6.0
securify,0xd59a6b2dbec8bb0e2b84f4c1bfaaed72c1f19ff0,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x56fedaf633393a4902078b95a4de01c6185c5975,TimestampDepend,Safety,"[171.0, 248.0, 298.0, 385.0, 500.0, 547.0]",6.0,horstify,"[385.0, 171.0]",2.0
securify,0x73e25c92d1669af02142f556c1918a1de537ba0e,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0xe2e4d0d3410cd3e81bfcb7dad364dd168bb499f3,TimestampDepend,Safety,"[437.0, 620.0, 906.0, 1500.0, 1607.0, 2206.0, 1822.0]",7.0,horstify,"[437.0, 906.0, 620.0, 1500.0, 2206.0, 1822.0]",6.0
securify,0xa1ea522792ed4f092bf81c10865cb81299e46679,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0xa9d160e32ad37ac6f2b8231e4efe14d35abb576e,TimestampDepend,Safety,"[1057.0, 1136.0, 1394.0, 2812.0]",4.0,horstify,"[1136.0, 1057.0, 2812.0]",3.0
securify,0xa9d160e32ad37ac6f2b8231e4efe14d35abb576e,RestrictedWrite,Violation,"[1176.0, 1422.0, 1442.0, 1530.0, 1560.0, 1784.0, 1871.0, 1647.0, 1658.0, 1884.0, 1921.0, 1621.0, 1967.0, 1998.0, 2014.0, 2107.0, 2300.0, 2313.0, 2336.0]",19.0,horstify,"[2336.0, 1442.0, 1176.0, 2313.0, 2107.0, 2300.0, 1422.0]",7.0
securify,0x258d778e4771893758dfd3e7dd1678229320eeb5,TimestampDepend,Safety,"[770.0, 891.0]",2.0,horstify,[770.0],1.0
securify,0x258d778e4771893758dfd3e7dd1678229320eeb5,RestrictedWrite,Violation,"[332.0, 390.0, 496.0, 719.0, 472.0, 729.0, 902.0, 607.0, 688.0, 697.0]",10.0,horstify,[332.0],1.0
securify,0xc78daa292c7f44dcbf138db81dc25272138f5aaf,TimestampDepend,Safety,"[531.0, 926.0, 1074.0, 1163.0, 1763.0, 2455.0, 2203.0, 1320.0, 2555.0]",9.0,horstify,"[1074.0, 531.0, 926.0]",3.0
securify,0x275498d1fb7ffb5b521f89b23c84224af9f96ea6,TimestampDepend,Safety,"[814.0, 904.0]",2.0,horstify,[814.0],1.0
securify,0x275498d1fb7ffb5b521f89b23c84224af9f96ea6,RestrictedWrite,Violation,"[370.0, 426.0, 642.0, 760.0, 773.0, 915.0, 511.0, 609.0, 618.0, 748.0]",10.0,horstify,[370.0],1.0
securify,0x8d7b6fb1523f04e644085e14d5e49b1c6278c92e,TimestampDepend,Safety,"[701.0, 647.0, 350.0, 422.0, 510.0]",5.0,horstify,"[647.0, 701.0]",2.0
securify,0x5d951e9377ec3383808d842fb37182c1363ca34b,TimestampDepend,Safety,"[315.0, 424.0, 664.0, 879.0, 971.0, 768.0]",6.0,horstify,[315.0],1.0
securify,0xbf9dd0174741283fdb6e581e9f9ff770bcafd604,RestrictedWrite,Violation,"[142.0, 195.0, 233.0, 359.0, 440.0]",5.0,horstify,[],0.0
securify,0x27c3defefe0b978e0a3d1a393eca34b60e25e964,TimestampDepend,Safety,"[163.0, 240.0, 290.0, 377.0, 492.0, 539.0]",6.0,horstify,"[163.0, 377.0]",2.0
securify,0x17f8e4bd5a79f095d7b680317de6a617d202b235,TimestampDepend,Safety,"[297.0, 428.0, 521.0, 610.0, 840.0, 929.0, 1176.0, 1265.0, 1458.0, 1648.0, 1824.0, 1910.0, 2144.0, 2275.0, 2368.0, 2457.0, 2654.0, 2765.0, 2888.0, 3081.0, 3171.0, 3260.0]",22.0,horstify,"[1824.0, 1648.0, 1458.0, 1176.0, 840.0, 3081.0, 2654.0]",7.0
securify,0x755cdba6ae4f479f7164792b318b2a06c759833b,TimestampDepend,Safety,"[197.0, 335.0, 382.0, 532.0]",4.0,horstify,"[532.0, 197.0]",2.0
securify,0x693399aae96a88b966b05394774cfb7b880355b4,RestrictedWrite,Violation,"[2060.0, 2125.0, 2144.0]",3.0,horstify,"[2144.0, 2060.0]",2.0
securify,0x3cf853facae392c3e4310ab805da30a1da508609,RestrictedWrite,Violation,"[234.0, 1925.0, 1396.0, 1349.0]",4.0,horstify,"[1396.0, 1925.0, 234.0]",3.0
securify,0x3aaaf1c542b365e47f13ab62497f020eee45f747,TimestampDepend,Safety,[435.0],1.0,horstify,[],0.0
securify,0xfcaf204852781b57c23023aa28f21437f7303505,TimestampDepend,Safety,"[822.0, 890.0, 1002.0]",3.0,horstify,"[822.0, 1002.0]",2.0
securify,0xc0326a98c23296d295ad880b59a3ef7ea6f5e594,RestrictedWrite,Violation,"[642.0, 700.0, 707.0, 714.0, 721.0, 729.0, 764.0, 1071.0, 1269.0, 1322.0, 1368.0, 1430.0, 1497.0, 1543.0, 1793.0, 1803.0, 1842.0, 1902.0, 1958.0, 2058.0, 2097.0, 2158.0, 2216.0, 2302.0]",24.0,horstify,"[1793.0, 642.0, 707.0, 1958.0, 2216.0, 714.0, 1322.0, 2058.0, 1803.0, 2158.0, 1902.0, 1071.0, 721.0, 2097.0, 1842.0, 1269.0, 729.0, 764.0, 700.0, 2302.0]",20.0
securify,0x09515Cb5e3aCaEf239Ab83d78B2F3e3764FcaB9B,TimestampDepend,Safety,"[338.0, 834.0, 938.0]",3.0,horstify,"[338.0, 834.0]",2.0
